"APM_Thompson","APM_Wang","Base_excision_repair","Bcell_Budczies","Bcell_Helmink","Bcells_Danaher","Bcells_Rooney","CCL5-CXCL9_Dangaj","CD39-CD8Tcell_Chow","CD8_Rooney","CD8_Tcells_Danaher","CellCycle","Chemokine_Messina","CIN25_Carter","CIN70_Carter","Co-Inhibition-APC_Rooney","Co-Inhibition-Tcell_Rooney","Co-Stimulation-Tcell_Rooney","CYT_Davoli","CYT_Rooney","Cytotoxic-cells_Bindea","Cytotoxic-cells_Danaher","DNA_replication","EMT2","EMT3","FGFR3_related","Homologous_recombination","ICB-resistance_Peng","IFN_Ayers","ImmuneScore_Roh","ImmunoScore_Hao","IMPRES_Auslander","Inflammatory_Thompson","IPSOV_Shen","IRG_Ayers","M1_Hwang","Macrophage_Danaher","MHC-I_Liu","MHC-I_Rooney","MHC-II_Liu","NK-CD56-cells_Danaher","NK-cells_Danaher","NK-cells_Rooney","PassON_Du","PDL1_Nishino","peri-Tcell_Hwang","proliferation_Pabla","Response_Chen","STAT1_Care","SW480-cells_Bindea","T-helper-cells_Bindea","Tcell-inflamed_Ayers","Tcells_Bindea","Tcells_Danaher","Teff-IFNG_Fehrenbacher","Teff_McDermott","TIS_Damotte","TLS_Cabrita","TMEscoreA_plus","TMEscoreB_plus","TypeI-IFNReponse_Rooney","VIGex_Hernando-Calvo","response"
-0.376618872468918,-0.549869494333856,-0.299609402092215,0.78566071216122,0.0275039511133107,0.78566071216122,0.804771503449462,0.25639694637171,0.440005815774955,-0.0113036282790979,0.453148656984223,-0.352866178059893,0.0761638921848893,-0.671807194633694,-0.659888732298426,-0.215850640461833,0.193481255456774,0.543965912335803,0.405144954635298,-0.0431783771661901,0.495026816934109,0.255113577396273,-0.440318328065999,0.797680896826303,0.679666605483665,-0.75706594885553,-0.576506684975221,0.431817046686919,-0.537720358278161,-0.0106156097598221,0.105015543461277,0.0868036749659762,0.0386102440852003,0.125927817109187,0.197316338259901,0.151645096731259,0.339494970055975,-0.159188673270512,-0.701724772341153,0.342225072086401,0.181613106604237,0.566007935278106,0.198564459148641,0.131053209488909,-0.659567837763381,0.277159659148324,-0.604894072473313,0.500896942381962,-0.201666011794037,-0.141656528791193,-0.263591310467491,0.0417284024538409,0.504753558394866,0.49397049750403,-0.219767295818865,-0.369913133124892,-0.112458492837257,0.743642758618598,-0.532726377707242,0.65993719491609,-0.28597232969814,-0.444345681024876,"NR"
-0.192030783334785,-0.165741044177891,-0.347004599422694,-0.0153138497784603,0.179006497522313,-0.0153138497784603,0.0497054698457856,0.342757942324466,0.447650523010974,-0.0590577678070265,-0.315089239195574,-0.299371576728633,0.573102461247137,-0.642762591734848,-0.632066245368687,-0.199967193819519,0.206335837067312,0.401485677140793,0.259407096822754,0.306026775615698,0.344698545754334,0.394815352257775,-0.523859238988151,0.844666561009302,0.569308261994168,0.237494392104119,-0.365497573097925,0.289223023031061,0.65508625968381,0.235121116629157,0.185010329278738,-0.0598861207817806,0.210329865274642,0.149930756572156,0.448809488303731,0.247198935731957,-0.508926451994374,0.133693599340377,0.278076236701061,0.219400259767879,-0.241016352475668,0.181471511888709,0.442101721527466,-0.0157087012695264,-0.030170480035827,0.205135439457407,-0.386228319068175,0.267764812616335,0.490506740041567,0.150171621365388,-0.184050641027146,0.317565120364709,0.36889340838873,0.242486712113971,0.460355182268259,0.38682590771294,0.0984453050457032,0.209104161012175,0.0778366456631787,0.530940169965592,0.0260308555400027,0.532966971797325,"NR"
-0.788769989893922,-0.439988540342294,-0.394320707319487,0.231984350062519,-0.239679980013038,0.231984350062519,0.173859940680147,-0.0921185584371633,0.0164477377343659,0.434880295905394,0.0635338978296563,-0.482683707437051,0.522326062941585,-0.76769446126045,-0.741356211672024,-0.0881670375220681,0.0278509080648049,0.392660750447759,0.385213638828547,0.508775864969365,0.555109258677364,0.488491343022722,-0.581574987685243,0.641872917725345,0.692016400928106,0.61720115028946,-0.113899096608526,0.295241214684239,-0.78239220669318,0.0905500277942774,-0.00432201624387021,0.144009940885321,0.0485499308689363,0.0478645669667213,-0.712592020503688,0.0849208945395147,-0.501766586282021,-0.250107284808322,-0.616578916686543,0.032075340937064,0.137120744770339,0.759421265141402,0.280210845062427,-0.0161010208935436,0.121186630776128,-0.176450234737601,-2.3676867894046,0.116283966226732,0.0763792029320034,0.509850219490102,-0.410141875504892,0.129317424488322,0.105340870167716,0.244883596464505,0.139640023617119,0.106113292204215,-0.0187981554577973,0.159858239066636,-0.332726230728654,0.449495881370324,-0.0681065918653239,0.285764039981976,"NR"
-0.471929979138303,-0.576005355384656,-0.135327676799044,-0.652793204789795,-0.13306526485783,-0.652793204789795,-0.657855457488711,-0.78083535238653,-0.84542971315099,-0.925182277060657,-0.90052150507467,0.314377313216489,-0.654105465144331,0.467884404471343,0.466130417837926,-0.648284002500227,-0.811690544320698,-0.793552937368488,-0.902232443347077,-0.952055178601249,-0.526344134501026,-0.876164285626844,0.217868234578393,-0.337608803661619,-0.165557346028453,0.689546882009853,0.0866339380407366,-0.620428080809337,-1.06710655234027,-0.754630386890091,-0.676720155540361,0.259799653071641,-0.792547405054471,-0.0712370977113127,-1.43332891140028,-0.211972246898836,-0.563064326173171,-0.47867845965742,-0.868831314490349,-0.450759323620694,-0.855364253265976,-0.686953475378096,-0.892783042673536,-0.31310318879202,-0.837404243031934,-0.337625801214677,0.93246425795293,-0.708378975499642,-0.682701403494531,0.366741467522356,0.142828024199548,-0.848121337978717,-0.700539612816806,-0.809047017961612,-0.744732044368722,-0.843304377464872,-0.709332368541834,-0.739115160635811,-0.500460915396839,-0.0566111668894185,-0.468103381621959,-0.759164583187407,"NR"
0.571891561092399,0.533155261687261,0.18750621003744,0.951758568463558,0.256124576847251,0.951758568463558,0.876840941431804,0.835921647849027,0.787150611973451,0.950028042624794,0.949868221835914,-0.142795853677875,0.648696670584511,0.227253998376792,0.218623868084443,0.734268087493049,0.766900420757257,0.78201099764329,0.953892752972862,0.94577468737733,0.688522214795197,0.858793828891919,-0.00921759494908231,-0.579944675185106,0.217390089097106,-0.574055454727333,0.032054133354483,0.578092135698377,0.922828503547953,0.72928029155263,0.719675369704899,-0.186194986937617,0.78271534196269,0.229966662755853,1.22988276950868,0.515621953217557,0.506540352398314,0.467528560614753,0.748710183939011,0.473903957669403,0.80399304581919,0.796152983400737,0.502158918858218,0.343413481063989,0.75106550022434,0.506525957435159,-0.005496492943325,0.719453288795953,0.740919667823326,0.00496395048058003,0.111478562953588,0.812785704597447,0.823586555996191,0.884009198496821,0.85749680673191,0.833813096199462,0.721484085007578,0.729327947941275,0.547578839298401,-0.583478537975338,0.808552923964465,0.712214466535223,"NR"
-0.251292997893674,-0.0315095625622012,0.308323086262525,0.460911650963982,-0.354578425220542,0.460911650963982,-0.0127910238428594,-0.204043991501446,0.165763836014296,0.703592618561076,-0.0127292098919616,-0.1760357237934,0.248957133418625,0.0650453335987793,0.156674913285669,0.153452537597936,-0.105775752793786,0.289186640157298,0.662323616039233,0.795827959401108,0.572994133036987,0.64213183730702,0.209980672525382,-0.187327406832758,-0.218954483703858,0.574599239850281,-0.196609868880789,-0.23673079349131,-0.771984768100526,-0.0753604201509689,0.130018287003606,0.426782458015967,0.410524922546476,-0.142545093999391,-0.283886475256269,-0.0696094047984147,-0.614135717690408,0.0303380355295103,0.353839361048408,-0.0886965791157971,0.370347913787056,0.740278667388893,0.474401390680193,-0.0211413280714911,0.69899177401087,-0.221611944320739,-0.0981228889585767,-0.112110655847395,-0.113938031594646,0.558846291216075,-0.574992924809248,0.338830435014766,0.099107694034577,0.252750375317287,0.3639586676296,0.687164254926387,0.38823298240109,0.456167415339971,0.125655292903673,-0.36607685551077,-0.17458625525932,0.423534174674094,"NR"
-0.612893772508442,-0.554590475440323,-0.0739676622487527,-0.709541706400726,-0.238678987029057,-0.709541706400726,-0.706390282535832,-0.790046891007626,-0.730562777191953,-0.499214167771709,-0.181955556724852,0.102360918301455,-0.782794141771131,0.432815309569484,0.414880390555853,-0.476360289108191,-0.80030637992202,-0.660924906986745,-0.649708323984454,-0.765659171199382,-0.687052795521779,-0.676174177454206,0.212336017608082,-0.372298348094386,0.614867422923693,-0.296996719454565,-0.212061388053514,-0.650351182413526,-0.956047278750488,-0.741262884192694,-0.546531608684269,0.0972002297433522,-0.699165831334705,-0.0365424896330335,-0.409315922518859,-0.411911766428358,-0.744283699156697,-0.436209963025493,-0.761608344548653,-0.526096042330597,-0.556759722404827,-0.787845286930198,-0.645096170021851,-0.0542887840003215,-0.975493494840109,-0.493474042564841,0.495489913504837,-0.588287121290068,-0.757243366593545,0.395403764278715,-0.259781967352493,-0.688257797700697,-0.648556124446606,-0.68652195860692,-0.686074093152147,-0.731096260432461,-0.785700257279881,-0.397325877947244,-0.663756886811601,0.0521839455493355,-0.747992170426778,-0.766610491125797,"NR"
0.273010857579375,0.324679663000885,0.438274493637288,-0.511093611419411,-0.383899502198397,-0.511093611419411,-0.61960662330965,-0.489492449262578,-0.475784486702247,-0.54862591138496,-0.548533617450898,-0.245261593452067,-0.65649837455225,-0.228644587547322,-0.220179446287381,-0.278128253228265,-0.666884344075163,-0.684948441655059,-0.660997843499673,-0.496607413222675,-0.0568249371430434,-0.564696543973031,0.0997599000488879,-0.178202827013797,-0.723846144066282,-0.338091737505321,0.219556868064435,-0.0193713651998771,-0.969188587860558,-0.0371785512756561,-0.326526670496003,0.253562594711765,-0.369555195947567,-0.0177947223412958,-0.913393478793576,-0.21349647571275,0.0824794903423649,0.139537188253764,0.466093009455865,0.304727649972899,-0.518030396500015,-0.864849708388885,0.261067698357778,0.433509059691363,-0.389738262099718,0.00959928469649966,-0.414077170124182,-0.288083653212268,-0.261300632377316,0.147926730684893,-0.634851474724985,-0.421369061290707,-0.541944570382481,-0.824374011425593,-0.616144051158652,-0.584483998507058,-0.0996472362142952,0.332252008701473,-0.357414844763484,-0.227762711239209,0.355031998680522,-0.642676889261154,"NR"
-0.250735425084785,0.22847393562977,0.337639439820549,0.274545496737078,0.0126093292820877,0.274545496737078,-0.115020896949049,0.486282364584309,0.584362820109785,0.730173864273724,0.587450232714583,-0.14166517502785,0.309261094187409,-0.18628394031507,-0.302650766577333,0.161227821860189,0.520593448806242,0.482499026423802,0.779784608481033,0.798407446868176,0.515113489326368,0.717471461642206,-0.183239057145928,-0.662541729346107,-0.66717146222462,0.251364584099596,0.109383222480934,0.148294278732534,0.245120118772075,0.38750426385709,0.487958927992162,-0.0415112305308267,0.50823044947017,0.0716493405290416,0.484236370108377,0.0560334052465392,0.310473379801251,-0.0798758851516927,0.0200201884252306,0.28722124265367,0.680612416577874,0.28113597546557,0.48033701047211,0.386017117373516,0.778225999364267,0.0120464859630837,-0.12062652110209,0.337484246843477,0.339697467713092,0.316009846918475,-0.371366974388369,0.533597980888128,0.399957078303648,0.483594144371492,0.54961575138829,0.592632205728199,0.542443756348746,0.0362429697550686,0.156971068681441,-0.0868975370027359,-0.528352273488464,0.571354242531554,"R"
-0.62591476584959,-0.622771201936796,0.106153298661305,-0.68718204808154,-0.199669152912482,-0.68718204808154,-0.539560660192306,-0.692379930504626,-0.677332435163701,-0.814862591138107,-0.924746256939194,0.171266780114214,-0.634823752988444,0.223046693730262,0.122569252480691,-0.0498710398089201,-0.600778152129913,-0.588502448929086,-0.84765537356922,-0.822912577805034,-0.648461922533731,-0.673619443909405,-0.126240902138439,0.345559500545281,-0.420381071725512,0.275409929527419,0.0861686320490359,-0.576880116304754,-0.615504559684861,-0.573723111243868,-0.562124958075121,0.273829239680726,-0.735560148698612,0.0257519919858454,-0.938862683754481,-0.0929627605131165,-0.524316882524314,-0.292836923843462,-0.794021982951524,-0.479385857122989,-0.552312411300861,-0.417253599132945,-0.391409185218464,-0.163068103690919,-0.328626338396573,-0.365334500071008,0.455830278765551,-0.559684102957074,-0.680275211904927,-0.0512764482017484,-0.106169265878227,-0.743715296154235,-0.746570562525087,-0.845700824499583,-0.749544839242438,-0.726936497594345,-0.613866994232187,-0.613405914512639,-0.639884233913955,0.370432691412849,-0.480089552605516,-0.56202659484915,"R"
0.506035232098256,0.367283752458707,-0.0450293865026151,-0.685042065443506,-0.197795949554378,-0.685042065443506,-0.544594315286209,0.203421576217987,-0.296031358237834,-0.406337633202207,-0.167442382100769,-0.255928164598903,0.0158279649680041,-0.344878949667179,-0.254605088247803,0.2399861307599,-0.365240772787966,-0.233148664894752,-0.518341934036349,-0.572926596758867,-0.106398921046313,-0.492813687768457,-0.247890154190371,0.301973139658248,0.104126149790146,-0.389615310429035,-0.209916312007281,-0.32701356965964,1.0099759491546,0.0923974832010047,-0.114359733725353,-0.130116663470092,0.198334062069018,-0.00836282188569473,0.363370349049209,0.134699888247133,0.59717342745572,0.408366177805937,0.617709735307384,0.298515906852587,-0.224965240670406,-0.651301031852537,0.736074539198877,0.172485647120809,0.3651740742639,0.214250289279217,-0.0575393845829894,-0.395340275207101,0.2188300285798,-0.266286402896306,-0.0147127973938245,0.138123449885464,-0.568159730843415,-0.338615809031628,0.0846186735352336,-0.400567625355801,0.378249236828294,-0.645241239487907,0.169466106482291,-0.502562685947488,0.221691234323434,-0.0757056714805451,"R"
0.73188675971713,0.298955040627758,0.0197844255700945,0.702024975053448,0.290455971632643,0.702024975053448,0.850827489481022,0.55427613735036,0.514317259233044,0.321423136069341,-0.0141311052545487,0.209138144168136,-0.269375599937031,0.192176537932778,0.262590080756575,0.581923645916651,0.483467034921492,0.489431846059275,0.381744375443313,0.0806930970671822,0.0437735288058974,-0.160993956704445,0.283793342148781,0.0488086915556651,0.223498396619431,-0.505889200477104,0.263499746134705,0.299368340404232,-0.300722986168096,0.272493889286955,0.34929780835916,-0.256741448395649,0.407759935772709,0.28647554560073,0.556376004918921,0.496485771627455,0.226515934510333,0.13473670578514,0.322545874134986,0.142368217645702,0.40822042032707,0.324433957335616,-0.534738967083628,0.290268649541021,0.53817234177275,0.176572945974361,-0.159447668724561,0.458149885423412,-0.0970369579961184,-0.146562099759943,0.400752243044606,0.345873320815101,0.638363364973886,0.789624734491264,-0.164602000389288,0.366366165057466,0.256359807890181,0.449589923584634,0.197063356404243,0.270308373007852,-0.354183214704595,0.422245569348364,"NR"
